Easv5 Promo Series Linux,Standard_E48as_v5_Promo,24
Easv5 Promo Series Linux,Standard_E64as_v5_Promo,32
Easv5 Promo Series Linux,Standard_E96as_v5_Promo,48
Eav4 Series,Standard_E2a_v4,1
Eav4 Series,Standard_E4a_v4,2
Eav4 Series,Standard_E8a_v4,4
Eav4 Series,Standard_E16a_v4,8
Eav4 Series,Standard_E20a_v4,10
Eav4 Series,Standard_E32a_v4,16
Eav4 Series,Standard_E48a_v4,24
Eav4 Series,Standard_E64a_v4,32
Eav4 Series,Standard_E96a_v4,48
Edsv4 Series,Standard_E2ds_v4,1
Edsv4 Series,Standard_E4-2ds_v4,2
Edsv4 Series,Standard_E4ds_v4,2
Edsv4 Series,Standard_E4ds_v4_ADHType1,2
Edsv4 Series,Standard_E8ds_v4_ADHType1,4
Edsv4 Series,Standard_E8-2ds_v4,4
Edsv4 Series,Standard_E8-4ds_v4,4
Edsv4 Series,Standard_E8ds_v4,4
Edsv4 Series,Standard_E16ds_v4_ADHType1,8
Edsv4 Series,Standard_E16-8ds_v4,8
Edsv4 Series,Standard_E16-4ds_v4,8
Edsv4 Series,Standard_E16ds_v4,8
Edsv4 Series,Standard_E20ds_v4,10
Edsv4 Series,Standard_E32-8ds_v4,16
Edsv4 Series,Standard_E32-16ds_v4,16
Edsv4 Series,Standard_E32ds_v4,16
Edsv4 Series,Standard_E32ds_v4_ADHType1,16
Edsv4 Series,Standard_E48ds_v4,24
Edsv4 Series,Standard_E64-32ds_v4,32
Edsv4 Series,Standard_E64ds_v4,32
Edsv4 Series,Standard_E64-16ds_v4,32
Edsv4 Series Dedicated Host,Edsv4_Type 1,1
Edsv4 Series Isolated,Standard_E64ids_v4_SPECIAL,1
Edsv4 Series Isolated,Standard_E80ids_v4,1.25
Edv4 Series,Standard_E2d_v4,1
Edv4 Series,Standard_E4d_v4,2
Edv4 Series,Standard_E8d_v4,4
Edv4 Series,Standard_E16d_v4,8
Edv4 Series,Standard_E20d_v4,10
Edv4 Series,Standard_E32d_v4,16
Edv4 Series,Standard_E48d_v4,24
Edv4 Series,Standard_E64d_v4,32
Edv4 Series Isolated,Standard_E64id_v4_SPECIAL,1
Esv4 Series,Standard_E2s_v4,1
Esv4 Series,Standard_E4s_v4,2
Esv4 Series,Standard_E4-2s_v4,2
Esv4 Series,Standard_E4s_v4_ADHType1,2
Esv4 Series,Standard_E8s_v4,4
Esv4 Series,Standard_E8-2s_v4,4
Esv4 Series,Standard_E8-4s_v4,4
Esv4 Series,Standard_E8s_v4_ADHType1,4
Esv4 Series,Standard_E16s_v4_ADHType1,8
Esv4 Series,Standard_E16-8s_v4,8
Esv4 Series,Standard_E16-4s_v4,8
Esv4 Series,Standard_E16s_v4,8
Esv4 Series,Standard_E20s_v4,10
Esv4 Series,Standard_E32-16s_v4,16
Esv4 Series,Standard_E32-8s_v4,16
Esv4 Series,Standard_E32s_v4,16
Esv4 Series,Standard_E32s_v4_ADHType1,16
Esv4 Series,Standard_E48s_v4,24
Esv4 Series,Standard_E64-32s_v4,32
Esv4 Series,Standard_E64-16s_v4,32
Esv4 Series,Standard_E64s_v4,32
Esv4 Series Isolated,Standard_E64is_v4_SPECIAL,1
Esv4 Series Isolated,Standard_E80is_v4,1.25
Ev3 Series,Standard_E2_v3,1
Ev3 Series,Standard_E4_v3,2
Ev3 Series,Standard_E8_v3,4
Ev3 Series,Standard_E16_v3,8
Ev3 Series,Standard_E20_v3,10
Ev3 Series,Standard_E32_v3,16
Ev3 Series,Standard_E48_v3,24
Ev3 Series,Standard_E64_v3,28.8
Ev3 Series Isolated,Standard_E64i_v3,1
Ev4 Series,Standard_E2_v4,1
Ev4 Series,Standard_E4_v4,2
Ev4 Series,Standard_E8_v4,4
Ev4 Series,Standard_E16_v4,8
Ev4 Series,Standard_E20_v4,10
Ev4 Series,Standard_E32_v4,16
Ev4 Series,Standard_E48_v4,24
Ev4 Series,Standard_E64_v4,32
Ev4 Series Isolated,Standard_E64i_v4_SPECIAL,1
F Series,Standard_F1,1
F Series,Standard_F2,2
F Series,Standard_F4,4
F Series,Standard_F8,8
F Series,Standard_F16,16
FS Series,Standard_F1s,1
FS Series,Standard_F2s,2
FS Series,Standard_F4s,4
FS Series,Standard_F8s,8
FS Series,Standard_F16s,16
FSv2 Series,Standard_F2s_v2,1
FSv2 Series,Standard_F4s_v2,2
FSv2 Series,Standard_F8s_v2,4
FSv2 Series,Standard_F16s_v2,8
FSv2 Series,Standard_F32s_v2,16
FSv2 Series,Standard_F48s_v2,24
FSv2 Series,Standard_F64s_v2,32
FSv2 Series,Standard_F72s_v2,36
FSv2 Series Dedicated Host,Fsv2_Type2,1
FSv2 Series Dedicated Host,Fsv2 Type3,1.277777778
H Series,Standard_H8,1
